<pygame.event.peek> 0.184359 0.184359 179411 0
<code object follow_anchors at 0x7fc3c82cbb30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 327> 0.000583 8.5e-05 5 0
<code object __init__ at 0x7fc3c82c47b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 7> 0.000423 8.4e-05 14 0
<code object update at 0x7fc3e8ba7530, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 28> 0.005947 8.4e-05 15 1
<code object resize at 0x7fc3ea3404b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 124> 0.010253 8.4e-05 8 0
<code object image at 0x7fc3e8bc3ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 190> 8.3e-05 8.3e-05 342 0
<code object __init__ at 0x7fc3ea34d430, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 153> 0.000181 8.1e-05 2 0
<code object join at 0x7fc3ea49f4b0, file "/usr/lib/python2.7/posixpath.py", line 68> 0.000129 7.9e-05 33 0
<code object update at 0x7fc3c82db930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 233> 0.015771 7.7e-05 16 0
<code object import_from at 0x7fc3cd454d30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 879> 0.000134 7.7e-05 9 0
<method 'replace' of 'unicode' objects> 7.6e-05 7.6e-05 200 0
<method 'any' of 'numpy.ndarray' objects> 0.000728 7.6e-05 68 0
<numpy.core.multiarray.empty> 7.6e-05 7.6e-05 23 0
<code object color_mod at 0x7fc3e8bbaab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 326> 8.9e-05 7.6e-05 21 0
<code object create_window at 0x7fc3ea3b75b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 258> 0.149992 7.6e-05 6 0
<code object __init__ at 0x7fc3ea354cb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 630> 0.000328 7.5e-05 14 0
<code object array3d at 0x7fc3e155c930, file "/usr/lib/python2.7/dist-packages/pygame/_numpysurfarray.py", line 143> 0.005359 7.4e-05 23 0
<code object make at 0x7fc3e8ba7bb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 71> 0.080113 7.4e-05 2 0
<method 'write' of 'file' objects> 7.3e-05 7.3e-05 1 0
<method 'get_at' of 'pygame.mask.Mask' objects> 7.3e-05 7.3e-05 67 0
<code object make_surface at 0x7fc3c303b2b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 158> 0.221842 7.2e-05 8 0
<code object __iter__ at 0x7fc3e8b54730, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 339> 0.00012 7.2e-05 31 0
<code object make_contents at 0x7fc3ea34d930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 209> 0.002028 7.1e-05 4 0
<code object images at 0x7fc3ea344cb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 32> 7e-05 7e-05 117 0
<code object update at 0x7fc3ea34d9b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 253> 8.5e-05 7e-05 28 0
<pygame.mouse.get_pos> 6.9e-05 6.9e-05 66 0
<code object get_info at 0x7fc3e8bda8b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 424> 0.000433 6.9e-05 24 0
<code object __init__ at 0x7fc3c82cb230, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 141> 0.000575 6.8e-05 10 0
<code object set_list at 0x7fc3e8bce230, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 968> 0.036058 6.8e-05 2 0
<code object add_node at 0x7fc3d21945b0, file "/usr/local/lib/python2.7/dist-packages/networkx-1.9-py2.7.egg/networkx/classes/digraph.py", line 216> 9.9e-05 6.7e-05 78 0
<code object minsize at 0x7fc3e8bc39b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 154> 0.00033 6.7e-05 13 0
<code object actor_pos at 0x7fc3c303b9b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 275> 0.001159 6.6e-05 4 0
<code object remove_node at 0x7fc3d21985b0, file "/usr/local/lib/python2.7/dist-packages/networkx-1.9-py2.7.egg/networkx/classes/digraph.py", line 343> 8.4e-05 6.6e-05 4 0
<code object __init__ at 0x7fc3e8b54eb0, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 550> 0.000103 6.6e-05 40 0
<code object __init__ at 0x7fc3ea344ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 601> 0.006896 6.6e-05 2 0
<code object canvas at 0x7fc3ea344b30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 628> 6.6e-05 6.6e-05 265 0
<code object get_icon at 0x7fc3ea35abb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_resources.py", line 154> 0.001379 6.6e-05 9 0
<sum> 6.5e-05 6.5e-05 114 0
<code object catch_new at 0x7fc3e8bc97b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 582> 0.020906 6.5e-05 57 7
<code object get_info at 0x7fc3c82d7830, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 129> 0.001179 6.3e-05 24 0
<code object _deepcopy_atomic at 0x7fc3d32b2930, file "/usr/lib/python2.7/copy.py", line 198> 6.3e-05 6.3e-05 620 0
<code object kill at 0x7fc3ea354db0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 645> 0.002199 6.3e-05 4 0
<code object unhover at 0x7fc3ea35a330, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 771> 0.00191 6.3e-05 70 1
<code object font at 0x7fc3ea344030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 359> 7.8e-05 6.1e-05 30 0
<code object screen at 0x7fc3ea39ceb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 66> 6.1e-05 6.1e-05 76 0
<code object create at 0x7fc3c82cb430, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 196> 0.060489 5.9e-05 9 0
<code object rect at 0x7fc3e8bc35b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 99> 5.9e-05 5.9e-05 231 0
<code object <dictcomp> at 0x7fc3ea344630, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 683> 5.9e-05 5.9e-05 17 0
<code object iterkeys at 0x7fc3cd450530, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 447> 5.8e-05 5.8e-05 46 0
<code object image_load at 0x7fc3ea3672b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_globals.py", line 112> 0.050259 5.7e-05 8 0
<code object __init__ at 0x7fc3ea340c30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 255> 8.3e-05 5.6e-05 16 0
<code object <genexpr> at 0x7fc3ea3543b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 425> 7.1e-05 5.6e-05 50 0
<code object render at 0x7fc3cd695230, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_fonts.py", line 12> 5.4e-05 5.4e-05 118 0
<code object keymap at 0x7fc3ea3b7eb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 591> 0.000198 5.3e-05 2 0
<iter> 5.2e-05 5.2e-05 144 0
<code object create at 0x7fc3c82cb0b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 127> 0.018207 5.2e-05 5 0
<code object __nonzero__ at 0x7fc3e8b54cb0, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 515> 0.000117 5.2e-05 32 0
<code object exe_command at 0x7fc3e8bba730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 106> 0.695081 5.2e-05 7 6
<code object upd_actor at 0x7fc3c303bab0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 301> 0.351282 5.1e-05 6 4
<code object __init__ at 0x7fc3cd6aee30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 519> 0.000138 5.1e-05 4 0
<code object __init__ at 0x7fc3d21946b0, file "/usr/local/lib/python2.7/dist-packages/networkx-1.9-py2.7.egg/networkx/classes/digraph.py", line 165> 7e-05 5e-05 16 0
<method 'collidepoint' of 'pygame.Rect' objects> 5e-05 5e-05 74 0
<code object array3d at 0x7fc3e8b95530, file "/usr/lib/python2.7/dist-packages/pygame/surfarray.py", line 156> 0.005409 5e-05 23 0
<code object <genexpr> at 0x7fc3c2fcf930, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_chara.py", line 77> 4.9e-05 4.9e-05 480 0
<code object blit_array at 0x7fc3e8b8bbb0, file "/usr/lib/python2.7/dist-packages/pygame/surfarray.py", line 96> 0.001655 4.9e-05 23 0
<code object __init__ at 0x7fc3e8ba7eb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 120> 0.002671 4.9e-05 2 0
<code object <genexpr> at 0x7fc3c82cb2b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 154> 4.8e-05 4.8e-05 45 0
<code object set_layer at 0x7fc3ea340730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 505> 0.000547 4.7e-05 3 0
<code object get_rect at 0x7fc3ea340cb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 260> 4.5e-05 4.5e-05 148 0
<code object upd_actors at 0x7fc3c303bcb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 330> 0.35131 4.4e-05 3 2
<code object __init__ at 0x7fc3c82d14b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 97> 0.001045 4.4e-05 9 0
<code object update at 0x7fc3ea3b77b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 320> 0.018569 4.4e-05 20 0
<method 'values' of 'dict' objects> 4.3e-05 4.3e-05 136 0
<code object __init__ at 0x7fc3c303f630, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_data.py", line 88> 0.000418 4.3e-05 4 0
<code object hud_update at 0x7fc3c30860b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast.py", line 58> 0.001514 4.3e-05 3 2
<code object __init__ at 0x7fc3c82d1a30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 198> 0.000872 4.3e-05 8 0
<code object abspos at 0x7fc3e8bbf130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 66> 0.000165 4.3e-05 66 0
<code object make_surface at 0x7fc3c3062db0, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvasicons.py", line 319> 9.1e-05 4.1e-05 2 0
<code object create at 0x7fc3ea34d5b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 165> 0.223156 4.1e-05 2 0
<code object repos_children at 0x7fc3ea354030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 299> 4.1e-05 4.1e-05 64 0
<method 'startswith' of 'str' objects> 4e-05 4e-05 62 0
<code object __init__ at 0x7fc3c82c4f30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 15> 0.000479 4e-05 8 0
<code object keymap at 0x7fc3c879b430, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 1020> 0.000143 4e-05 2 0
<code object update at 0x7fc3ea354c30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_anims.py", line 23> 4e-05 4e-05 80 0
<code object make_surface at 0x7fc3c2fd5f30, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 24> 0.05701 3.9e-05 4 0
<code object __init__ at 0x7fc3c2fe44b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 53> 0.491304 3.9e-05 1 0
<code object create at 0x7fc3c30622b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvasicons.py", line 183> 0.002744 3.9e-05 5 0
<code object add_database at 0x7fc3cd44f1b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 60> 3.9e-05 3.9e-05 44 0
<code object show at 0x7fc3ea3b7730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 300> 0.150225 3.9e-05 6 0
<code object <genexpr> at 0x7fc3c302feb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 85> 3.8e-05 3.8e-05 18 0
<code object add at 0x7fc3c82d16b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 125> 0.000721 3.8e-05 10 2
<code object __init__ at 0x7fc3cd6aec30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 489> 7.5e-05 3.8e-05 8 0
<code object draw at 0x7fc3e8bce330, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 1001> 0.001781 3.8e-05 3 0
<code object label at 0x7fc3c7e6d530, file "/media/neve/nout/Projects/Jehuti/_src/gam_canvas.py", line 267> 0.000152 3.7e-05 4 0
<code object __init__ at 0x7fc3c82d71b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 19> 0.000149 3.7e-05 4 0
<code object __init__ at 0x7fc3c82d77b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 114> 0.019779 3.7e-05 2 0
<code object set_layer at 0x7fc3c82e89b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 729> 0.000295 3.7e-05 1 0
<code object play_sound at 0x7fc3c82edc30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_audio.py", line 90> 0.000836 3.7e-05 1 0
<code object maxsize at 0x7fc3e8bc3930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 132> 4e-05 3.7e-05 34 0
<code object __iter__ at 0x7fc3cd44ff30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 395> 3.6e-05 3.6e-05 18 0
<code object keys at 0x7fc3cd4504b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 444> 5.7e-05 3.6e-05 4 0
<code object current_groups at 0x7fc3e8bdfe30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 434> 3.6e-05 3.6e-05 4 0
<code object fopen at 0x7fc3ea367330, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_globals.py", line 115> 0.00148 3.6e-05 9 0
<code object get_object at 0x7fc3cd44f030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 33> 4.7e-05 3.5e-05 33 0
<method 'set_alpha' of 'pygame.Surface' objects> 3.5e-05 3.5e-05 27 0
<code object <lambda> at 0x7fc3e8ba32b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/extender.py", line 18> 0.013875 3.5e-05 16 0
<issubclass> 3.4e-05 3.4e-05 47 0
<code object __init__ at 0x7fc3c2fd5130, file "/media/neve/nout/Projects/Jehuti/_src/gam_gui.py", line 106> 0.196323 3.4e-05 1 0
<method 'move' of 'pygame.Rect' objects> 3.4e-05 3.4e-05 20 0
<code object set_state at 0x7fc3ea3546b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 496> 0.001081 3.4e-05 1 0
<code object add_internal at 0x7fc3ea366b30, file "/usr/lib/python2.7/dist-packages/pygame/sprite.py", line 162> 3.4e-05 3.4e-05 58 0
<code object __iter__ at 0x7fc3cd4506b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 453> 9.1e-05 3.3e-05 46 0
<code object add_dep at 0x7fc3cd6aecb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 494> 0.000358 3.3e-05 47 0
<method 'get_italic' of 'pygame.font.Font' objects> 3.3e-05 3.3e-05 132 0
<code object color_mod at 0x7fc3c303b330, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 191> 5.3e-05 3.2e-05 16 0
<code object __init__ at 0x7fc3c82cb730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 261> 0.000134 3.2e-05 4 0
<code object <dictcomp> at 0x7fc3ea3443b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 490> 3.2e-05 3.2e-05 14 0
<code object __init__ at 0x7fc3e8ba78b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 47> 0.103959 3.1e-05 2 0
<code object set_command at 0x7fc3e8bba530, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_windows.py", line 60> 4.7e-05 3.1e-05 8 0
<code object __init__ at 0x7fc3e8bda130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields2.py", line 347> 0.000227 3.1e-05 2 0
<code object update at 0x7fc3ea344a30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 620> 7.4e-05 3.1e-05 16 0
<code object add_actor at 0x7fc3c303bc30, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 319> 0.260081 3e-05 2 0
<code object make_dependencies at 0x7fc3c877f9b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 652> 0.000208 3e-05 4 0
<code object bind_command at 0x7fc3ea3403b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 98> 0.000101 3e-05 8 0
<code object __init__ at 0x7fc3c2facbb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 326> 0.118836 2.9e-05 1 0
<code object color_mod at 0x7fc3c303b030, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 105> 4.7e-05 2.9e-05 6 0
<code object __init__ at 0x7fc3c303f8b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_data.py", line 113> 0.000412 2.9e-05 2 0
<code object __init__ at 0x7fc3c82dbf30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 498> 0.020148 2.9e-05 1 0
<code object make at 0x7fc3e8ba74b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 15> 0.033367 2.9e-05 2 0
<code object make_surface at 0x7fc3ea34d4b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 162> 2.9e-05 2.9e-05 2 0
<code object set_ui at 0x7fc3ea351030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 75> 0.498706 2.9e-05 2 1
<method 'translate' of 'unicode' objects> 2.8e-05 2.8e-05 14 0
<code object make_surface at 0x7fc3c82cb9b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 276> 4.1e-05 2.8e-05 3 0
<code object __init__ at 0x7fc3cd45cb30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 1169> 0.001036 2.8e-05 17 0
<code object remove_edge at 0x7fc3d2198a30, file "/usr/local/lib/python2.7/dist-packages/networkx-1.9-py2.7.egg/networkx/classes/digraph.py", line 578> 3.2e-05 2.8e-05 2 0
<code object __init__ at 0x7fc3e8ba3530, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 652> 0.150599 2.8e-05 2 0
<code object images at 0x7fc3ea344d30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 36> 2.8e-05 2.8e-05 24 0
<method 'insert' of 'list' objects> 2.7e-05 2.7e-05 35 0
<code object make_children_handlers at 0x7fc3c82db1b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 233> 0.020466 2.7e-05 1 0
<code object __init__ at 0x7fc3d32c88b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/clotools.py", line 7> 2.7e-05 2.7e-05 16 0
<code object clear at 0x7fc3e8bc9730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 574> 5.7e-05 2.7e-05 6 0
<math.atan2> 2.6e-05 2.6e-05 5 0
<code object rem_dep at 0x7fc3cd6aed30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 497> 0.000142 2.6e-05 6 0
<code object __init__ at 0x7fc3e8b76f30, file "/usr/lib/python2.7/threading.py", line 259> 2.7e-05 2.6e-05 2 0
<code object make_prox at 0x7fc3c303f930, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_data.py", line 135> 0.000251 2.5e-05 2 0
<code object renew at 0x7fc3e8ba7cb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 84> 0.000108 2.5e-05 2 0
<method 'splitlines' of 'unicode' objects> 2.4e-05 2.4e-05 10 0
<code object make_dependencies at 0x7fc3c2fd50b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_gui.py", line 134> 0.000127 2.4e-05 1 0
<code object keymap at 0x7fc3c2fea530, file "/media/neve/nout/Projects/Jehuti/_src/gam_match_gui.py", line 299> 0.000112 2.4e-05 1 0
<code object objects at 0x7fc3cd4546b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 685> 5.9e-05 2.4e-05 14 0
<code object __init__ at 0x7fc3cd6a5ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 31> 5.2e-05 2.4e-05 2 0
<method 'set_clip' of 'pygame.Surface' objects> 2.4e-05 2.4e-05 90 0
<code object <genexpr> at 0x7fc3ea354330, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 424> 2.4e-05 2.4e-05 50 0
<code object kill at 0x7fc3ea354930, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 565> 6.8e-05 2.4e-05 8 0
<code object update at 0x7fc3c82d7bb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_component.py", line 159> 0.018525 2.3e-05 16 0
<code object _extend_mode_to_code at 0x7fc3c875c230, file "/usr/lib/python2.7/dist-packages/scipy/ndimage/_ni_support.py", line 38> 2.3e-05 2.3e-05 46 0
<code object import_from_parent at 0x7fc3cd454cb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 874> 0.000157 2.3e-05 9 0
<code object nodes at 0x7fc3d218ba30, file "/usr/local/lib/python2.7/dist-packages/networkx-1.9-py2.7.egg/networkx/classes/graph.py", line 560> 3.2e-05 2.3e-05 7 0
<method 'endswith' of 'str' objects> 2.2e-05 2.2e-05 40 0
<code object make_dependencies at 0x7fc3c30083b0, file "/media/neve/nout/Projects/Jehuti/_src/gam_match.py", line 194> 0.000176 2.2e-05 1 0
<code object clear at 0x7fc3d21a15b0, file "/usr/local/lib/python2.7/dist-packages/networkx-1.9-py2.7.egg/networkx/classes/digraph.py", line 1027> 3.4e-05 2.2e-05 10 0
<code object wait at 0x7fc3e8b7c330, file "/usr/lib/python2.7/threading.py", line 308> 0.000183 2.2e-05 1 0
<code object wait at 0x7fc3e8b7cd30, file "/usr/lib/python2.7/threading.py", line 602> 0.000205 2.2e-05 1 0
<code object set_ghost at 0x7fc3e8bce4b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 265> 3.2e-05 2.2e-05 13 0
<code object scale_vec at 0x7fc3ea351630, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 121> 2.2e-05 2.2e-05 66 0
<method 'split' of 'unicode' objects> 2.1e-05 2.1e-05 6 0
<method 'isspace' of 'unicode' objects> 2.1e-05 2.1e-05 127 0
<code object color_mod at 0x7fc3c82cba30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvasicons.py", line 282> 3.3e-05 2.1e-05 9 0
<code object __init__ at 0x7fc3c302fdb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_cast_view.py", line 9> 0.035065 2e-05 2 0
<code object event at 0x7fc3c3052c30, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 504> 2e-05 2e-05 66 0
<method 'colliderect' of 'pygame.Rect' objects> 2e-05 2e-05 30 0
<code object _newname at 0x7fc3e8b7ce30, file "/usr/lib/python2.7/threading.py", line 627> 2e-05 2e-05 1 0
<code object set_view at 0x7fc3e8bd22b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 279> 5.5e-05 2e-05 13 0
<code object rm_state at 0x7fc3ea354730, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 532> 0.000436 2e-05 3 0
<thread.start_new_thread> 1.9e-05 1.9e-05 1 0
<method 'remove' of 'list' objects> 1.9e-05 1.9e-05 26 0
<code object __init__ at 0x7fc3c82cbd30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 40> 0.000185 1.9e-05 4 0
<code object set_info at 0x7fc3c82d17b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_graph.py", line 137> 0.000123 1.9e-05 7 0
<code object <genexpr> at 0x7fc3cd4541b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 582> 1.9e-05 1.9e-05 68 0
<code object renew at 0x7fc3cd45c030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 950> 8.8e-05 1.9e-05 2 0
<code object __getitem__ at 0x7fc3cd6957b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_fonts.py", line 65> 1.9e-05 1.9e-05 34 0
<method 'get_bold' of 'pygame.font.Font' objects> 1.9e-05 1.9e-05 132 0
<method 'get_size' of 'pygame.Surface' objects> 1.9e-05 1.9e-05 23 0
<code object clear at 0x7fc3e8ba79b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 63> 0.000117 1.9e-05 2 0
<code object kill at 0x7fc3e8bb0eb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui_windows.py", line 505> 0.000144 1.9e-05 2 0
<code object __str__ at 0x7fc3ea351ab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 249> 2.2e-05 1.9e-05 6 0
<code object links at 0x7fc3c2fa1730, file "/media/neve/nout/Projects/Jehuti/_src/gam_game.py", line 138> 4.1e-05 1.8e-05 3 0
<code object upd_layer at 0x7fc3c82dbab0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_basecanvas.py", line 295> 4.4e-05 1.8e-05 3 2
<method 'get_linesize' of 'pygame.font.Font' objects> 1.8e-05 1.8e-05 74 0
<code object rect at 0x7fc3e8bc3630, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 103> 0.000741 1.8e-05 14 0
<method 'isalnum' of 'unicode' objects> 1.7e-05 1.7e-05 112 0
<method 'join' of 'str' objects> 1.7e-05 1.7e-05 30 0
<code object __getitem__ at 0x7fc3ea35a6b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_resources.py", line 32> 1.7e-05 1.7e-05 19 0
<code object <genexpr> at 0x7fc3ea3b7e30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 592> 3.4e-05 1.7e-05 6 0
